Date,Open,High,Low,Close,Symbol,Volume
2023-04-17,2004.1,2015.04,1981.42,1995.16,XAUUSD,
2023-04-18,1995.24,2011.89,1991.4,2005.28,XAUUSD,
2023-04-19,2005.03,2008.22,1969.38,1994.79,XAUUSD,
2023-04-20,1994.56,2012.3,1990.6,2004.82,XAUUSD,
2023-04-21,2004.39,2005.59,1971.73,1982.78,XAUUSD,
2023-04-24,1983.01,1990.85,1974.26,1989.1,XAUUSD,
2023-04-25,1989.06,2003.77,1976.26,1997.13,XAUUSD,
2023-04-26,1996.27,2008.93,1983.61,1989.46,XAUUSD,
2023-04-27,1989.82,2003.33,1974.32,1987.85,XAUUSD,
2023-04-28,1987.71,1995.0,1976.44,1989.27,XAUUSD,
2023-05-01,1989.94,2005.95,1977.18,1982.48,XAUUSD,
2023-05-02,1982.25,2019.39,1978.74,2016.7,XAUUSD,
2023-05-03,2016.19,2040.405,2008.44,2038.64,XAUUSD,
2023-05-04,2066.18,2078.925,2030.49,2050.19,XAUUSD,
2023-05-05,2049.28,2053.01,1999.63,2018.0,XAUUSD,
2023-05-08,2016.72,2029.39,2014.45,2021.49,XAUUSD,
2023-05-09,2021.1,2037.67,2019.64,2034.56,XAUUSD,
2023-05-10,2034.58,2048.17,2021.66,2030.185,XAUUSD,
2023-05-11,2029.96,2040.94,2011.45,2015.12,XAUUSD,
2023-05-12,2015.09,2022.57,2001.2,2011.06,XAUUSD,
2023-05-15,2008.5,2022.16,2007.58,2016.46,XAUUSD,
2023-05-16,2016.39,2018.35,1985.58,1988.92,XAUUSD,
2023-05-17,1988.86,1993.05,1975.19,1981.57,XAUUSD,
2023-05-18,1981.69,1986.01,1952.04,1957.53,XAUUSD,
2023-05-19,1958.2,1983.99,1954.08,1976.33,XAUUSD,
2023-05-22,1977.89,1982.61,1969.01,1971.82,XAUUSD,
2023-05-23,1972.0,1977.65,1954.4,1975.03,XAUUSD,
2023-05-24,1974.78,1985.15,1956.78,1957.36,XAUUSD,
2023-05-25,1958.07,1964.83,1938.96,1940.86,XAUUSD,
2023-05-26,1940.74,1957.25,1937.12,1947.59,XAUUSD,
2023-05-29,1942.915,1949.81,1940.38,1943.385,XAUUSD,
2023-05-30,1944.25,1963.56,1932.25,1959.43,XAUUSD,
2023-05-31,1959.23,1974.84,1953.74,1962.93,XAUUSD,
2023-06-01,1962.89,1983.13,1953.42,1977.58,XAUUSD,
2023-06-02,1977.01,1983.49,1948.15,1948.75,XAUUSD,
2023-06-05,1947.05,1964.02,1938.22,1961.89,XAUUSD,
2023-06-06,1961.76,1966.35,1954.55,1963.36,XAUUSD,
2023-06-07,1963.63,1970.06,1939.99,1940.01,XAUUSD,
2023-06-08,1940.14,1970.2,1939.88,1965.7,XAUUSD,
2023-06-09,1965.83,1972.84,1957.01,1960.04,XAUUSD,
2023-06-12,1961.28,1967.04,1949.42,1957.49,XAUUSD,
2023-06-13,1957.3,1970.11,1940.07,1943.6,XAUUSD,
2023-06-14,1943.4,1960.36,1939.82,1941.97,XAUUSD,
2023-06-15,1941.74,1960.3,1925.35,1958.045,XAUUSD,
2023-06-16,1957.3,1967.92,1953.54,1955.66,XAUUSD,
2023-06-19,1957.56,1958.77,1947.07,1950.35,XAUUSD,
2023-06-20,1950.47,1956.69,1929.85,1936.325,XAUUSD,
2023-06-21,1936.56,1939.54,1919.9,1932.7,XAUUSD,
2023-06-22,1932.92,1935.06,1912.53,1913.77,XAUUSD,
2023-06-23,1914.1,1937.32,1910.3,1919.15,XAUUSD,
2023-06-26,1920.73,1933.365,1920.73,1923.145,XAUUSD,
2023-06-27,1923.4,1930.575,1911.385,1913.765,XAUUSD,
2023-06-28,1914.22,1917.185,1902.915,1907.425,XAUUSD,
2023-06-29,1907.78,1913.055,1893.075,1908.235,XAUUSD,
2023-06-30,1908.69,1922.785,1900.605,1920.185,XAUUSD,
2023-07-03,1919.93,1930.945,1910.285,1921.59,XAUUSD,
2023-07-04,1921.55,1930.745,1919.99,1925.895,XAUUSD,
2023-07-05,1925.68,1935.025,1914.845,1915.235,XAUUSD,
